JOHAN Sports Measurement file, JOH001_204538020711232
Tracking-Device v2.1
Firmware v2.1.13
-,9,,,,0.000,0.000,0.000,0.000,0.000,0.000,0
-,8,,,,0.746,-0.821,-0.084,-25.664,39.344,26.397,0
-,8,,,,0.560,-0.809,-0.233,-14.351,69.359,33.389,0
-,8,,,,0.345,-0.997,-0.037,1.481,23.160,20.092,0
-,8,,,,0.452,-0.980,-0.151,-40.504,-10.305,-6.763,0
-,8,,,,0.516,-0.979,-0.273,-35.420,-19.023,-28.672,0
-,8,,,,0.468,-0.708,-0.127,-38.336,-22.641,-21.450,0
-,8,,,,0.583,-0.830,-0.414,-9.878,-25.344,-33.496,0
-,8,,,,0.747,-0.795,-0.188,38.870,-21.710,0.748,0
-,9,,,,0.811,-0.693,0.056,16.641,-37.527,5.527,0
-,8,,,,0.709,-0.677,-0.113,23.565,-29.351,-0.140,0
-,9,,,,0.892,-0.613,0.032,18.046,-42.458,-0.565,0
-,8,,,,0.839,-0.597,0.097,-9.557,-24.977,-17.954,0
-,8,,,,0.846,-0.520,0.054,-19.008,-22.427,-26.947,0
-,8,,,,0.904,-0.592,0.078,-17.466,-18.092,-26.260,0
-,8,,,,0.924,-0.512,0.348,-35.802,-16.687,-33.557,0
-,8,,,,1.011,-0.501,0.178,-69.328,-5.954,-42.336,0
-,8,,,,0.950,-0.487,0.164,-40.931,11.649,-35.374,0
-,8,,,,0.824,-0.526,0.294,-46.229,-9.115,-10.534,0
-,8,,,,0.754,-0.457,0.268,-37.611,-3.452,-5.043,0
-,8,,,,1.217,-0.536,0.066,-54.870,-36.534,0.748,0
-,8,,,,0.763,-0.567,-0.030,-57.649,5.298,7.908,0
-,8,,,,0.839,-0.613,-0.094,-35.374,-6.611,39.725,0
-,8,,,,0.874,-0.526,-0.237,-43.817,11.603,-4.794,0
-,8,,,,0.927,-0.508,-0.284,-36.992,8.489,-4.443,0
-,8,,,,1.028,-0.472,-0.370,-44.870,-43.679,-26.458,0
-,8,,,,0.792,-0.354,-0.331,-14.763,-12.947,-29.527,0
-,8,,,,0.867,-0.376,-0.193,105.374,-34.031,-26.168,0
-,9,,,,0.934,-0.427,-0.011,46.006,-46.160,3.308,0
-,8,,,,0.927,-0.412,0.182,11.221,0.412,-3.374,0
-,8,,,,0.959,-0.482,0.029,29.603,29.985,-15.099,0
-,8,,,,0.856,-0.544,0.254,-22.183,39.282,-9.084,0
-,8,,,,1.133,-0.517,0.325,16.489,10.870,-9.939,0
-,8,,,,0.748,-0.419,0.214,8.682,-17.950,-1.624,0
-,8,,,,0.893,-0.538,0.346,-11.588,-22.397,2.061,0
-,8,,,,0.902,-0.304,0.231,-137.420,-10.229,-32.336,0
-,8,,,,0.949,-0.399,0.299,-85.420,15.221,-23.710,0
-,8,,,,0.797,-0.569,0.089,-12.656,18.000,8.031,0
-,8,,,,0.772,-0.648,0.118,45.496,17.038,46.336,0
-,8,,,,0.750,-0.617,0.135,39.527,10.504,38.031,0
-,8,,,,0.861,-0.639,0.205,21.023,2.015,24.183,0
-,8,,,,0.828,-0.638,0.218,-17.817,-8.229,3.802,0
-,8,,,,0.685,-0.600,0.052,-18.609,-3.545,-13.653,0
-,8,,,,0.757,-0.637,0.062,17.344,-14.000,5.313,0
-,8,,,,0.890,-0.571,0.081,3.588,-7.863,7.954,0
-,8,,,,0.891,-0.561,0.192,12.611,-17.969,14.061,0
-,9,,,,0.782,-0.484,0.110,13.214,-18.522,12.832,0
-,8,,,,0.887,-0.443,0.124,-7.008,-8.504,0.611,0
-,8,,,,0.825,-0.445,0.140,-13.724,-2.221,-5.275,0
-,8,,,,0.875,-0.526,0.076,3.527,-2.122,8.626,0
-,8,,,,0.961,-0.461,0.232,20.748,-14.519,15.817,0
