JOHAN Sports Measurement file, JOH001_137991306169149
Tracking-Device v2.1
Firmware v2.1.13
-,9,,,,0.000,0.000,0.000,0.000,0.000,0.000,0
-,8,,,,0.974,-0.375,0.183,-7.588,-1.374,-9.557,0
-,8,,,,0.959,-0.376,0.208,-3.496,-0.214,-12.733,0
-,8,,,,0.856,-0.344,0.208,-3.405,3.318,-9.866,0
-,8,,,,0.946,-0.379,0.232,-2.092,10.122,-12.748,0
-,8,,,,0.896,-0.398,0.249,-3.466,5.023,-12.595,0
-,8,,,,0.917,-0.421,0.295,-1.817,4.565,-14.382,0
-,8,,,,0.907,-0.447,0.305,-6.061,2.046,-10.733,0
-,8,,,,0.867,-0.458,0.345,-1.496,2.397,-9.160,0
-,8,,,,0.873,-0.425,0.332,4.855,2.595,-2.366,0
-,8,,,,0.943,-0.375,0.317,3.786,4.992,-1.740,0
-,8,,,,0.876,-0.442,0.350,-3.267,-1.969,-3.359,0
-,8,,,,0.855,-0.447,0.374,-6.626,-4.229,-1.374,0
-,8,,,,0.889,-0.415,0.317,-2.580,-4.687,3.023,0
-,8,,,,0.896,-0.421,0.299,-3.985,-3.832,4.855,0
-,8,,,,0.885,-0.389,0.295,0.458,-6.397,6.489,0
-,8,,,,0.899,-0.401,0.281,1.664,-3.542,6.763,0
-,8,,,,0.931,-0.382,0.266,3.969,-3.725,8.534,0
-,8,,,,0.837,-0.341,0.246,4.003,-2.409,5.803,0
-,8,,,,0.919,-0.357,0.266,3.298,-3.664,3.603,0
-,8,,,,0.928,-0.384,0.263,1.802,-6.015,2.397,0
-,8,,,,0.939,-0.356,0.267,2.656,-3.344,2.534,0
-,8,,,,0.950,-0.330,0.253,-0.687,-3.145,-0.687,0
-,9,,,,0.944,-0.315,0.259,-3.863,-2.382,-2.595,0
-,8,,,,0.935,-0.349,0.250,-0.015,0.321,-2.748,0
-,9,,,,0.952,-0.326,0.244,-2.580,-1.313,-3.725,0
-,8,,,,0.941,-0.322,0.264,-3.389,1.221,-6.840,0
-,9,,,,0.945,-0.347,0.296,-4.611,2.916,-7.832,0
-,8,,,,0.923,-0.347,0.271,-3.817,4.718,-6.534,0
-,9,,,,0.845,-0.315,0.255,-3.675,4.278,-4.788,0
-,8,,,,0.916,-0.342,0.316,-3.863,5.053,-3.313,0
-,8,,,,0.920,-0.379,0.322,-3.954,6.840,-8.183,0
-,8,,,,0.894,-0.387,0.315,-1.313,2.641,-7.115,0
-,8,,,,0.896,-0.381,0.316,1.695,-0.962,-3.298,0
-,8,,,,0.911,-0.403,0.336,2.290,-1.725,-1.420,0
-,8,,,,0.928,-0.388,0.306,4.427,-0.061,1.695,0
-,8,,,,0.912,-0.389,0.324,-0.824,-0.824,2.656,0
-,8,,,,0.929,-0.377,0.300,-0.779,1.420,2.687,0
-,8,,,,0.904,-0.357,0.327,-1.344,-1.634,2.809,0
-,8,,,,0.919,-0.365,0.276,-3.756,1.756,1.985,0
-,9,,,,0.893,-0.372,0.320,-1.405,1.832,2.351,0
-,8,,,,0.821,-0.344,0.275,-0.261,2.398,2.014,0
-,8,,,,0.925,-0.384,0.292,-3.282,2.931,1.053,0
-,9,,,,0.913,-0.364,0.261,-6.748,-2.290,0.947,0
-,8,,,,0.927,-0.379,0.259,-6.763,-0.840,-0.611,0
-,8,,,,0.942,-0.398,0.260,-3.298,7.008,-1.298,0
-,8,,,,0.915,-0.402,0.256,1.435,5.863,-0.336,0
-,8,,,,0.913,-0.386,0.281,3.450,3.924,0.183,0
-,8,,,,0.890,-0.409,0.269,2.855,1.298,1.954,0
-,8,,,,0.932,-0.391,0.272,-0.260,0.580,2.122,0
-,8,,,,0.921,-0.391,0.261,-4.504,2.260,1.053,0
